127.0.0.1 - - [23/Mar/2022:16:02:57 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:06 +0900] "GET /BBS/notice.jsp?submenuID=3 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:06 +0900] "GET /BBS/notice.jsp?submenuID=4 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:07 +0900] "GET /BBS/notice.jsp?submenuID=5 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:07 +0900] "GET /BBS/notice.jsp?submenuID=1 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:26 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:28 +0900] "GET /BBS/page.jsp HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:31 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:52 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:11:53 +0900] "GET /BBS/page.jsp HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:12:34 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:12:52 +0900] "GET /BBS/notice.jsp?submenuID=1 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:12:56 +0900] "GET /BBS/notice.jsp?submenuID=2 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:13:32 +0900] "GET /BBS/notice.jsp?submenuID=1 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:13:36 +0900] "GET /BBS/notice.jsp?submenuID=1 HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:13:58 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:14:24 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:15:00 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:15:23 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:15:44 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:15:49 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:16:11 +0900] "GET /BBS/page.jsp HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:16:25 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:17:13 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:17:42 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:18:34 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:18:37 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:18:45 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:18:45 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:18:54 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:19:50 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:20:42 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:20:48 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:20:50 +0900] "GET /BBS/post.jsp?bbsID=36 HTTP/1.1" 200 3060
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:21:14 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:21:22 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:21:25 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:21:39 +0900] "GET /BBS/map.jsp?userID=Alice HTTP/1.1" 200 89000
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:21:41 +0900] "GET /BBS/popup.jsp?itemID=grade1&mapID=Alice HTTP/1.1" 500 2421
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:22:29 +0900] "GET /BBS/join.jsp HTTP/1.1" 200 6176
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:19 +0900] "GET /BBS/map.jsp?userID=Alice HTTP/1.1" 200 89000
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:22 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:24 +0900] "GET /BBS/map.jsp?userID=Mike HTTP/1.1" 200 88997
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:25 +0900] "GET /BBS/map.jsp?userID=Tomas HTTP/1.1" 200 89000
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:27 +0900] "GET /BBS/map.jsp?userID=aaa HTTP/1.1" 200 89710
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:28 +0900] "GET /BBS/popup.jsp?itemID=grade1_item2L&mapID=aaa HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:37 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 202
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:37 +0900] "GET /BBS/recommendmap.jsp HTTP/1.1" 200 4607
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:38 +0900] "GET /BBS/map.jsp?userID=aaa HTTP/1.1" 200 89709
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:39 +0900] "GET /BBS/popup.jsp?itemID=grade1_item2L&mapID=aaa HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:48 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4434
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:50 +0900] "GET /BBS/map.jsp?userID=kim HTTP/1.1" 200 91630
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:51 +0900] "POST /BBS/publicmapAction.jsp?userID=kim&publicmap=0 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:53 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4434
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:54 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 4809
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:56 +0900] "GET /BBS/map.jsp?userID=aaa HTTP/1.1" 200 89709
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:23:57 +0900] "GET /BBS/popup.jsp?itemID=grade1_item2L&mapID=aaa HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:24:01 +0900] "GET /BBS/logoutAction.jsp?href=recommendmap HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:24:01 +0900] "GET /BBS/recommendmap.jsp HTTP/1.1" 200 5081
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:24:05 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:26:04 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:27:37 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:28:36 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:28:54 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:28:59 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:28:59 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4434
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:29:00 +0900] "GET /BBS/map.jsp?userID=kim HTTP/1.1" 200 91630
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:29:29 +0900] "GET /BBS/map.jsp?userID=kim HTTP/1.1" 200 91630
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:30:54 +0900] "GET /BBS/upload_map.jsp?itemID=grade1_item7L&mapID=kim HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:32:04 +0900] "GET /BBS/map.jsp?userID=kim HTTP/1.1" 200 91630
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:32:11 +0900] "GET /BBS/popup.jsp?itemID=grade1_item7L&mapID=kim HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:35:15 +0900] "GET /BBS/map.jsp?userID=kim HTTP/1.1" 200 91630
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:35:28 +0900] "GET /BBS/map.jsp?userID=kim HTTP/1.1" 200 91630
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:01 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/noteAction.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/updateFileAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:02 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/noteAction.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/updateFileAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:04 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:05 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:07 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:21 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:22 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:23 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:24 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:25 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:27 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:28 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:29 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:30 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:31 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:32 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:33 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:37:36 +0900] "POST /BBS/saveItemAction.jsp HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:42:06 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7306
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:42:36 +0900] "GET /BBS/map.jsp?userID=kim HTTP/1.1" 200 91640
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:42:37 +0900] "GET /BBS/popup.jsp?itemID=grade1_item7L&mapID=kim HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:44:18 +0900] "GET /BBS/logoutAction.jsp?href=home HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:44:18 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 4828
0:0:0:0:0:0:0:1 - - [23/Mar/2022:16:47:00 +0900] "GET /BBS/notice.jsp HTTP/1.1" 200 7608
